date,price,benchmark
2018-04-26,68.18,WTI
2018-04-27,68.11,WTI
2018-04-30,68.56,WTI
2018-05-01,67.28,WTI
2018-05-02,67.91,WTI
2018-05-03,68.45,WTI
2018-05-04,69.71,WTI
2018-05-07,70.74,WTI
2018-05-08,68.83,WTI
2018-05-09,71.16,WTI
2018-05-10,71.36,WTI
2018-05-11,70.69,WTI
2018-05-14,71.01,WTI
2018-05-15,71.34,WTI
2018-05-16,71.43,WTI
2018-05-17,71.47,WTI
2018-05-18,71.23,WTI
2018-05-21,72.26,WTI
2018-05-22,72.09,WTI
2018-05-23,71.85,WTI
2018-05-24,70.77,WTI
2018-05-25,67.92,WTI
2018-05-28,,WTI
2018-05-29,66.8,WTI
2018-05-30,68.24,WTI
2018-05-31,66.98,WTI
2018-06-01,65.81,WTI
2018-06-04,64.76,WTI
2018-06-05,65.51,WTI
2018-06-06,64.75,WTI
2018-06-07,65.96,WTI
2018-06-08,65.77,WTI
2018-06-11,66.1,WTI
2018-06-12,66.38,WTI
2018-06-13,66.63,WTI
2018-06-14,66.91,WTI
2018-06-15,65.01,WTI
2018-06-18,65.91,WTI
2018-06-19,65.09,WTI
2018-06-20,65.92,WTI
2018-06-21,65.68,WTI
2018-06-22,69.02,WTI
2018-06-25,69.91,WTI
2018-06-26,75.23,WTI
2018-06-27,77.41,WTI
2018-06-28,73.45,WTI
2018-06-29,74.13,WTI
2018-07-02,73.89,WTI
2018-07-03,74.19,WTI
2018-07-04,,WTI
2018-07-05,73.05,WTI
2018-07-06,73.78,WTI
2018-07-09,73.93,WTI
2018-07-10,74.11,WTI
2018-07-11,70.47,WTI
2018-07-12,70.28,WTI
2018-07-13,71.03,WTI
2018-07-16,68.22,WTI
2018-07-17,68.03,WTI
2018-07-18,68.78,WTI
2018-07-19,69.42,WTI
2018-07-20,70.31,WTI
2018-07-23,67.9,WTI
2018-07-24,70.77,WTI
2018-07-25,71.13,WTI
2018-07-26,71.59,WTI
2018-07-27,68.66,WTI
2018-07-30,71.19,WTI
2018-07-31,69.88,WTI
2018-08-01,68.8,WTI
2018-08-02,68.95,WTI
2018-08-03,68.49,WTI
2018-08-06,69.01,WTI
2018-08-07,69.17,WTI
2018-08-08,66.92,WTI
2018-08-09,66.81,WTI
2018-08-10,67.61,WTI
2018-08-13,67.25,WTI
2018-08-14,67.04,WTI
2018-08-15,65.07,WTI
2018-08-16,65.44,WTI
2018-08-17,65.93,WTI
2018-08-20,66.5,WTI
2018-08-21,67.32,WTI
2018-08-22,67.85,WTI
2018-08-23,69.13,WTI
2018-08-24,69.71,WTI
2018-08-27,69.97,WTI
2018-08-28,68.54,WTI
2018-08-29,69.68,WTI
2018-08-30,70.25,WTI
2018-08-31,69.84,WTI
2018-09-03,,WTI
2018-09-04,69.82,WTI
2018-09-05,68.69,WTI
2018-09-06,67.81,WTI
2018-09-07,67.73,WTI
2018-09-10,67.55,WTI
2018-09-11,69.29,WTI
2018-09-12,70.37,WTI
2018-09-13,68.6,WTI
2018-09-14,68.98,WTI
2018-09-17,68.86,WTI
2018-09-18,69.87,WTI
2018-09-19,71.08,WTI
2018-09-20,70.77,WTI
2018-09-21,70.8,WTI
2018-09-24,73.23,WTI
2018-09-25,73.4,WTI
2018-09-26,72.22,WTI
2018-09-27,72.18,WTI
2018-09-28,73.16,WTI
2018-10-01,75.37,WTI
2018-10-02,75.16,WTI
2018-10-03,76.4,WTI
2018-10-04,74.44,WTI
2018-10-05,74.26,WTI
2018-10-08,74.27,WTI
2018-10-09,74.95,WTI
2018-10-10,73.18,WTI
2018-10-11,70.97,WTI
2018-10-12,71.41,WTI
2018-10-15,71.84,WTI
2018-10-16,71.93,WTI
2018-10-17,69.63,WTI
2018-10-18,68.63,WTI
2018-10-19,69.16,WTI
2018-10-22,69.25,WTI
2018-10-23,66.49,WTI
2018-10-24,66.56,WTI
2018-10-25,67.25,WTI
2018-10-26,67.58,WTI
2018-10-29,67.0,WTI
2018-10-30,66.18,WTI
2018-10-31,65.31,WTI
2018-11-01,63.67,WTI
2018-11-02,63.12,WTI
2018-11-05,63.12,WTI
2018-11-06,62.16,WTI
2018-11-07,61.69,WTI
2018-11-08,60.71,WTI
2018-11-09,60.19,WTI
2018-11-12,59.85,WTI
2018-11-13,55.63,WTI
2018-11-14,56.16,WTI
2018-11-15,56.45,WTI
2018-11-16,56.49,WTI
2018-11-19,57.16,WTI
2018-11-20,53.39,WTI
2018-11-21,54.41,WTI
2018-11-22,,WTI
2018-11-23,,WTI
2018-11-26,51.46,WTI
2018-11-27,51.31,WTI
2018-11-28,50.06,WTI
2018-11-29,51.46,WTI
2018-11-30,50.78,WTI
2018-12-03,52.98,WTI
2018-12-04,53.21,WTI
2018-12-05,52.64,WTI
2018-12-06,51.54,WTI
2018-12-07,52.76,WTI
2018-12-10,51.07,WTI
2018-12-11,51.65,WTI
2018-12-12,51.04,WTI
2018-12-13,52.69,WTI
2018-12-14,51.26,WTI
2018-12-17,49.8,WTI
2018-12-18,46.12,WTI
2018-12-19,47.96,WTI
2018-12-20,45.64,WTI
2018-12-21,45.38,WTI
2018-12-24,,WTI
2018-12-25,,WTI
2018-12-26,46.04,WTI
2018-12-27,44.48,WTI
2018-12-28,45.15,WTI
2018-12-31,,WTI
2019-01-01,,WTI
2019-01-02,46.31,WTI
2019-01-03,46.92,WTI
2019-01-04,47.76,WTI
2019-01-07,48.27,WTI
2019-01-08,49.58,WTI
2019-01-09,52.19,WTI
2019-01-10,52.42,WTI
2019-01-11,51.44,WTI
2019-01-14,50.31,WTI
2019-01-15,51.8,WTI
2019-01-16,52.08,WTI
2019-01-17,51.83,WTI
2019-01-18,53.6,WTI
2019-01-21,,WTI
2019-01-22,52.59,WTI
2019-01-23,52.44,WTI
2019-01-24,52.94,WTI
2019-01-25,53.53,WTI
2019-01-28,51.79,WTI
2019-01-29,53.07,WTI
2019-01-30,54.18,WTI
2019-01-31,53.84,WTI
2019-02-01,55.29,WTI
2019-02-04,54.57,WTI
2019-02-05,53.69,WTI
2019-02-06,53.94,WTI
2019-02-07,52.68,WTI
2019-02-08,52.75,WTI
2019-02-11,52.43,WTI
2019-02-12,53.14,WTI
2019-02-13,53.84,WTI
2019-02-14,54.4,WTI
2019-02-15,55.58,WTI
2019-02-18,,WTI
2019-02-19,56.12,WTI
2019-02-20,56.9,WTI
2019-02-21,56.95,WTI
2019-02-22,57.01,WTI
2019-02-25,55.32,WTI
2019-02-26,55.4,WTI
2019-02-27,56.92,WTI
2019-02-28,57.21,WTI
2019-03-01,55.76,WTI
2019-03-04,56.6,WTI
2019-03-05,56.55,WTI
2019-03-06,56.22,WTI
2019-03-07,56.6,WTI
2019-03-08,55.77,WTI
2019-03-11,56.79,WTI
2019-03-12,56.89,WTI
2019-03-13,58.27,WTI
2019-03-14,58.59,WTI
2019-03-15,58.51,WTI
2019-03-18,59.09,WTI
2019-03-19,59.12,WTI
2019-03-20,60.12,WTI
2019-03-21,59.98,WTI
2019-03-22,58.87,WTI
2019-03-25,58.71,WTI
2019-03-26,59.87,WTI
2019-03-27,59.39,WTI
2019-03-28,59.29,WTI
2019-03-29,60.19,WTI
2019-04-01,61.59,WTI
2019-04-02,62.53,WTI
2019-04-03,62.46,WTI
2019-04-04,62.12,WTI
2019-04-05,63.1,WTI
2019-04-08,64.37,WTI
2019-04-09,64.05,WTI
2019-04-10,64.62,WTI
2019-04-11,63.61,WTI
2019-04-12,63.86,WTI
2019-04-15,63.43,WTI
2019-04-16,64.01,WTI
2019-04-17,63.74,WTI
2019-04-18,64.02,WTI
2019-04-19,,WTI
2019-04-22,65.66,WTI
2019-04-23,66.24,WTI
2019-04-24,65.96,WTI
2019-04-25,65.23,WTI
2019-04-26,63.29,WTI
2019-04-29,63.39,WTI
2019-04-30,63.83,WTI
2019-05-01,63.55,WTI
2019-05-02,61.75,WTI
2019-05-03,61.98,WTI
2019-05-06,62.3,WTI
2019-05-07,61.41,WTI
2019-05-08,62.13,WTI
2019-05-09,61.58,WTI
2019-05-10,61.65,WTI
2019-05-13,60.97,WTI
2019-05-14,61.82,WTI
2019-05-15,62.03,WTI
2019-05-16,62.93,WTI
2019-05-17,62.77,WTI
2019-05-20,63.12,WTI
2019-05-21,63.02,WTI
2019-05-22,61.42,WTI
2019-05-23,57.65,WTI
2019-05-24,58.4,WTI
2019-05-27,,WTI
2019-05-28,58.91,WTI
2019-05-29,58.84,WTI
2019-05-30,56.47,WTI
2019-05-31,53.49,WTI
2019-06-03,53.25,WTI
2019-06-04,53.5,WTI
2019-06-05,51.57,WTI
2019-06-06,52.59,WTI
2019-06-07,53.95,WTI
2019-06-10,53.33,WTI
2019-06-11,53.3,WTI
2019-06-12,51.13,WTI
2019-06-13,52.38,WTI
2019-06-14,52.47,WTI
2019-06-17,51.94,WTI
2019-06-18,53.86,WTI
2019-06-19,53.74,WTI
2019-06-20,56.88,WTI
2019-06-21,57.35,WTI
2019-06-24,57.73,WTI
2019-06-25,57.63,WTI
2019-06-26,59.17,WTI
2019-06-27,59.18,WTI
2019-06-28,58.2,WTI
2019-07-01,58.91,WTI
2019-07-02,56.0,WTI
2019-07-03,57.06,WTI
2019-07-04,,WTI
2019-07-05,,WTI
2019-07-08,57.35,WTI
2019-07-09,57.57,WTI
2019-07-10,60.28,WTI
2019-07-11,59.93,WTI
2019-07-12,59.99,WTI
2019-07-15,59.3,WTI
2019-07-16,57.44,WTI
2019-07-17,56.5,WTI
2019-07-18,55.08,WTI
2019-07-19,55.42,WTI
2019-07-22,55.87,WTI
2019-07-23,56.58,WTI
2019-07-24,55.9,WTI
2019-07-25,55.88,WTI
2019-07-26,56.04,WTI
2019-07-29,56.85,WTI
2019-07-30,58.04,WTI
2019-07-31,58.53,WTI
2019-08-01,53.64,WTI
2019-08-02,55.67,WTI
2019-08-05,54.63,WTI
2019-08-06,53.6,WTI
2019-08-07,51.14,WTI
2019-08-08,52.6,WTI
2019-08-09,54.41,WTI
2019-08-12,54.98,WTI
2019-08-13,57.05,WTI
2019-08-14,55.16,WTI
2019-08-15,54.51,WTI
2019-08-16,54.83,WTI
2019-08-19,56.24,WTI
2019-08-20,56.18,WTI
2019-08-21,55.65,WTI
2019-08-22,55.33,WTI
2019-08-23,54.08,WTI
2019-08-26,53.54,WTI
2019-08-27,54.99,WTI
2019-08-28,55.76,WTI
2019-08-29,56.67,WTI
2019-08-30,55.07,WTI
2019-09-02,,WTI
2019-09-03,53.91,WTI
2019-09-04,56.22,WTI
2019-09-05,56.33,WTI
2019-09-06,56.45,WTI
2019-09-09,57.88,WTI
2019-09-10,57.37,WTI
2019-09-11,55.66,WTI
2019-09-12,55.13,WTI
2019-09-13,54.76,WTI
2019-09-16,63.1,WTI
2019-09-17,59.26,WTI
2019-09-18,58.19,WTI
2019-09-19,58.19,WTI
2019-09-20,57.92,WTI
2019-09-23,58.69,WTI
2019-09-24,57.22,WTI
2019-09-25,56.38,WTI
2019-09-26,56.24,WTI
2019-09-27,55.95,WTI
2019-09-30,54.09,WTI
2019-10-01,53.6,WTI
2019-10-02,52.67,WTI
2019-10-03,52.41,WTI
2019-10-04,52.84,WTI
2019-10-07,52.76,WTI
2019-10-08,52.64,WTI
2019-10-09,52.63,WTI
2019-10-10,53.57,WTI
2019-10-11,54.76,WTI
2019-10-14,53.57,WTI
2019-10-15,52.81,WTI
2019-10-16,53.42,WTI
2019-10-17,53.89,WTI
2019-10-18,53.75,WTI
2019-10-21,53.28,WTI
2019-10-22,54.21,WTI
2019-10-23,55.9,WTI
2019-10-24,56.11,WTI
2019-10-25,56.52,WTI
2019-10-28,55.6,WTI
2019-10-29,55.34,WTI
2019-10-30,54.85,WTI
2019-10-31,54.02,WTI
2019-11-01,56.04,WTI
2019-11-04,56.33,WTI
2019-11-05,57.04,WTI
2019-11-06,56.15,WTI
2019-11-07,56.91,WTI
2019-11-08,57.02,WTI
2019-11-11,,WTI
2019-11-12,56.67,WTI
2019-11-13,56.88,WTI
2019-11-14,56.57,WTI
2019-11-15,57.54,WTI
2019-11-18,56.82,WTI
2019-11-19,54.93,WTI
2019-11-20,56.71,WTI
2019-11-21,58.36,WTI
2019-11-22,57.68,WTI
2019-11-25,57.79,WTI
2019-11-26,58.25,WTI
2019-11-27,58.12,WTI
2019-11-28,,WTI
2019-11-29,58.12,WTI
2019-12-02,55.97,WTI
2019-12-03,56.15,WTI
2019-12-04,58.46,WTI
2019-12-05,58.42,WTI
2019-12-06,59.2,WTI
2019-12-09,58.99,WTI
2019-12-10,59.22,WTI
2019-12-11,58.74,WTI
2019-12-12,59.18,WTI
2019-12-13,60.11,WTI
2019-12-16,60.21,WTI
2019-12-17,60.88,WTI
2019-12-18,60.93,WTI
2019-12-19,61.3,WTI
2019-12-20,60.43,WTI
2019-12-23,60.51,WTI
2019-12-24,61.17,WTI
2019-12-25,,WTI
2019-12-26,61.72,WTI
2019-12-27,61.76,WTI
2019-12-30,61.66,WTI
2019-12-31,61.14,WTI
2020-01-01,,WTI
2020-01-02,61.17,WTI
2020-01-03,63.0,WTI
2020-01-06,63.27,WTI
2020-01-07,62.7,WTI
2020-01-08,59.65,WTI
2020-01-09,59.56,WTI
2020-01-10,59.02,WTI
2020-01-13,58.17,WTI
2020-01-14,58.34,WTI
2020-01-15,57.86,WTI
2020-01-16,58.52,WTI
2020-01-17,58.55,WTI
2020-01-20,,WTI
2020-01-21,58.25,WTI
2020-01-22,56.76,WTI
2020-01-23,55.51,WTI
2020-01-24,54.09,WTI
2020-01-27,53.09,WTI
2020-01-28,53.33,WTI
2020-01-29,53.29,WTI
2020-01-30,52.19,WTI
2020-01-31,51.58,WTI
2020-02-03,50.06,WTI
2020-02-04,49.59,WTI
2020-02-05,50.87,WTI
2020-02-06,50.94,WTI
2020-02-07,50.34,WTI
2020-02-10,49.59,WTI
2020-02-11,50.0,WTI
2020-02-12,51.13,WTI
2020-02-13,51.41,WTI
2020-02-14,52.03,WTI
2020-02-17,,WTI
2020-02-18,52.1,WTI
2020-02-19,53.31,WTI
2020-02-20,53.77,WTI
2020-02-21,53.36,WTI
2020-02-24,51.36,WTI
2020-02-25,49.78,WTI
2020-02-26,48.67,WTI
2020-02-27,47.17,WTI
2020-02-28,44.83,WTI
2020-03-02,46.78,WTI
2020-03-03,47.27,WTI
2020-03-04,46.78,WTI
2020-03-05,45.9,WTI
2020-03-06,41.14,WTI
2020-03-09,31.05,WTI
2020-03-10,34.47,WTI
2020-03-11,33.13,WTI
2020-03-12,31.56,WTI
2020-03-13,31.72,WTI
2020-03-16,28.96,WTI
2020-03-17,26.96,WTI
2020-03-18,20.48,WTI
2020-03-19,25.09,WTI
2020-03-20,19.48,WTI
2020-03-23,23.33,WTI
2020-03-24,21.03,WTI
2020-03-25,20.75,WTI
2020-03-26,16.6,WTI
2020-03-27,15.48,WTI
2020-03-30,14.1,WTI
2020-03-31,20.51,WTI
2020-04-01,20.28,WTI
2020-04-02,25.18,WTI
2020-04-03,28.36,WTI
2020-04-06,26.21,WTI
2020-04-07,23.54,WTI
2020-04-08,24.97,WTI
2020-04-09,22.9,WTI
2020-04-10,,WTI
2020-04-13,22.36,WTI
2020-04-14,20.15,WTI
2020-04-15,19.96,WTI
2020-04-16,19.82,WTI
2020-04-17,18.31,WTI
2020-04-20,-36.98,WTI
2020-04-21,8.91,WTI
2020-04-22,13.64,WTI
2020-04-23,15.06,WTI
2020-04-24,15.99,WTI
2020-04-27,12.17,WTI
2020-04-28,12.4,WTI
2020-04-29,15.04,WTI
2020-04-30,19.23,WTI
2020-05-01,19.72,WTI
2020-05-04,20.47,WTI
2020-05-05,24.56,WTI
2020-05-06,23.88,WTI
2020-05-07,23.68,WTI
2020-05-08,24.73,WTI
2020-05-11,24.02,WTI
2020-05-12,25.76,WTI
2020-05-13,25.37,WTI
2020-05-14,27.4,WTI
2020-05-15,29.44,WTI
2020-05-18,31.83,WTI
2020-05-19,32.3,WTI
2020-05-20,33.56,WTI
2020-05-21,34.3,WTI
2020-05-22,33.49,WTI
2020-05-25,,WTI
2020-05-26,34.7,WTI
2020-05-27,32.8,WTI
2020-05-28,33.67,WTI
2020-05-29,35.57,WTI
2020-06-01,35.49,WTI
2020-06-02,36.88,WTI
2020-06-03,37.33,WTI
2020-06-04,37.42,WTI
2020-06-05,39.49,WTI
2020-06-08,38.17,WTI
2020-06-09,38.98,WTI
2020-06-10,39.54,WTI
2020-06-11,36.43,WTI
2020-06-12,36.24,WTI
2020-06-15,37.07,WTI
2020-06-16,38.26,WTI
2020-06-17,37.91,WTI
2020-06-18,38.79,WTI
2020-06-19,39.72,WTI
2020-06-22,40.6,WTI
2020-06-23,40.4,WTI
2020-06-24,37.91,WTI
2020-06-25,38.66,WTI
2020-06-26,38.53,WTI
2020-06-29,39.67,WTI
2020-06-30,39.27,WTI
2020-07-01,39.88,WTI
2020-07-02,40.57,WTI
2020-07-03,,WTI
2020-07-06,40.51,WTI
2020-07-07,40.59,WTI
2020-07-08,40.91,WTI
2020-07-09,39.64,WTI
2020-07-10,40.56,WTI
2020-07-13,40.06,WTI
2020-07-14,40.3,WTI
2020-07-15,41.2,WTI
2020-07-16,40.74,WTI
2020-07-17,40.55,WTI
2020-07-20,40.83,WTI
2020-07-21,41.76,WTI
2020-07-22,41.88,WTI
2020-07-23,40.99,WTI
2020-07-24,41.23,WTI
2020-07-27,41.46,WTI
2020-07-28,40.89,WTI
2020-07-29,41.13,WTI
2020-07-30,39.85,WTI
2020-07-31,40.1,WTI
2020-08-03,40.83,WTI
2020-08-04,41.67,WTI
2020-08-05,42.25,WTI
2020-08-06,41.93,WTI
2020-08-07,41.16,WTI
2020-08-10,41.94,WTI
2020-08-11,41.53,WTI
2020-08-12,42.6,WTI
2020-08-13,42.26,WTI
2020-08-14,42.05,WTI
2020-08-17,42.89,WTI
2020-08-18,42.89,WTI
2020-08-19,42.91,WTI
2020-08-20,42.62,WTI
2020-08-21,42.32,WTI
2020-08-24,42.44,WTI
2020-08-25,43.17,WTI
2020-08-26,43.21,WTI
2020-08-27,42.88,WTI
2020-08-28,42.96,WTI
2020-08-31,42.61,WTI
2020-09-01,42.76,WTI
2020-09-02,42.76,WTI
2020-09-03,41.39,WTI
2020-09-04,39.69,WTI
2020-09-07,,WTI
2020-09-08,36.87,WTI
2020-09-09,38.05,WTI
2020-09-10,37.25,WTI
2020-09-11,37.33,WTI
2020-09-14,37.23,WTI
2020-09-15,38.29,WTI
2020-09-16,40.17,WTI
2020-09-17,40.99,WTI
2020-09-18,41.09,WTI
2020-09-21,39.26,WTI
2020-09-22,39.55,WTI
2020-09-23,39.92,WTI
2020-09-24,40.11,WTI
2020-09-25,40.06,WTI
2020-09-28,40.47,WTI
2020-09-29,39.03,WTI
2020-09-30,40.05,WTI
2020-10-01,38.51,WTI
2020-10-02,36.9,WTI
2020-10-05,39.12,WTI
2020-10-06,40.52,WTI
2020-10-07,39.82,WTI
2020-10-08,41.04,WTI
2020-10-09,40.44,WTI
2020-10-12,39.22,WTI
2020-10-13,40.03,WTI
2020-10-14,40.86,WTI
2020-10-15,40.84,WTI
2020-10-16,40.7,WTI
2020-10-19,40.69,WTI
2020-10-20,41.37,WTI
2020-10-21,39.88,WTI
2020-10-22,40.46,WTI
2020-10-23,39.73,WTI
2020-10-26,38.39,WTI
2020-10-27,39.34,WTI
2020-10-28,37.27,WTI
2020-10-29,35.94,WTI
2020-10-30,35.64,WTI
2020-11-02,36.6,WTI
2020-11-03,37.44,WTI
2020-11-04,38.97,WTI
2020-11-05,38.56,WTI
2020-11-06,36.97,WTI
2020-11-09,40.05,WTI
2020-11-10,41.18,WTI
2020-11-11,41.23,WTI
2020-11-12,40.9,WTI
2020-11-13,39.93,WTI
2020-11-16,41.14,WTI
2020-11-17,41.24,WTI
2020-11-18,41.64,WTI
2020-11-19,41.57,WTI
2020-11-20,41.99,WTI
2020-11-23,42.91,WTI
2020-11-24,44.71,WTI
2020-11-25,45.58,WTI
2020-11-26,,WTI
2020-11-27,,WTI
2020-11-30,45.2,WTI
2020-12-01,44.54,WTI
2020-12-02,45.23,WTI
2020-12-03,45.65,WTI
2020-12-04,46.23,WTI
2020-12-07,45.72,WTI
2020-12-08,45.64,WTI
2020-12-09,45.48,WTI
2020-12-10,46.76,WTI
2020-12-11,46.59,WTI
2020-12-14,47.02,WTI
2020-12-15,47.58,WTI
2020-12-16,47.86,WTI
2020-12-17,48.34,WTI
2020-12-18,49.04,WTI
2020-12-21,47.79,WTI
2020-12-22,47.02,WTI
2020-12-23,47.94,WTI
2020-12-24,48.18,WTI
2020-12-25,,WTI
2020-12-28,47.5,WTI
2020-12-29,47.85,WTI
2020-12-30,48.24,WTI
2020-12-31,48.35,WTI
2021-01-01,,WTI
2021-01-04,47.47,WTI
2021-01-05,49.78,WTI
2021-01-06,50.45,WTI
2021-01-07,50.63,WTI
2021-01-08,52.14,WTI
2021-01-11,52.15,WTI
2021-01-12,53.08,WTI
2021-01-13,52.81,WTI
2021-01-14,53.47,WTI
2021-01-15,52.25,WTI
2021-01-18,,WTI
2021-01-19,52.87,WTI
2021-01-20,53.16,WTI
2021-01-21,53.0,WTI
2021-01-22,52.28,WTI
2021-01-25,52.78,WTI
2021-01-26,52.61,WTI
2021-01-27,52.81,WTI
2021-01-28,52.26,WTI
2021-01-29,52.16,WTI
2021-02-01,53.55,WTI
2021-02-02,54.77,WTI
2021-02-03,55.67,WTI
2021-02-04,56.19,WTI
2021-02-05,56.8,WTI
2021-02-08,57.95,WTI
2021-02-09,58.34,WTI
2021-02-10,58.69,WTI
2021-02-11,58.22,WTI
2021-02-12,59.5,WTI
2021-02-15,,WTI
2021-02-16,60.07,WTI
2021-02-17,61.09,WTI
2021-02-18,60.4,WTI
2021-02-19,59.12,WTI
2021-02-22,61.67,WTI
2021-02-23,61.66,WTI
2021-02-24,63.21,WTI
2021-02-25,63.43,WTI
2021-02-26,61.55,WTI
2021-03-01,60.54,WTI
2021-03-02,59.7,WTI
2021-03-03,61.33,WTI
2021-03-04,63.81,WTI
2021-03-05,66.08,WTI
2021-03-08,65.03,WTI
2021-03-09,64.02,WTI
2021-03-10,64.45,WTI
2021-03-11,66.02,WTI
2021-03-12,65.59,WTI
2021-03-15,65.36,WTI
2021-03-16,64.82,WTI
2021-03-17,64.55,WTI
2021-03-18,59.95,WTI
2021-03-19,61.43,WTI
2021-03-22,61.48,WTI
2021-03-23,57.75,WTI
2021-03-24,61.12,WTI
2021-03-25,58.47,WTI
2021-03-26,60.93,WTI
2021-03-29,61.49,WTI
2021-03-30,60.55,WTI
2021-03-31,59.19,WTI
2021-04-01,61.41,WTI
2021-04-02,,WTI
2021-04-05,58.73,WTI
2021-04-06,59.34,WTI
2021-04-07,59.77,WTI
2021-04-08,59.61,WTI
2021-04-09,59.29,WTI
2021-04-12,59.7,WTI
2021-04-13,60.2,WTI
2021-04-14,63.15,WTI
2021-04-15,63.42,WTI
2021-04-16,63.16,WTI
2021-04-19,63.33,WTI
2021-04-20,62.61,WTI
2021-04-21,61.34,WTI
2021-04-22,61.45,WTI
2021-04-23,62.18,WTI
2021-04-26,62.02,WTI
2021-04-27,63.03,WTI
2021-04-28,63.81,WTI
2021-04-29,65.0,WTI
2021-04-30,63.5,WTI
2021-05-03,64.46,WTI
2021-05-04,65.72,WTI
2021-05-05,65.63,WTI
2021-05-06,64.73,WTI
2021-05-07,64.96,WTI
2021-05-10,64.92,WTI
2021-05-11,65.31,WTI
2021-05-12,65.96,WTI
2021-05-13,63.82,WTI
2021-05-14,65.32,WTI
2021-05-17,66.24,WTI
2021-05-18,65.49,WTI
2021-05-19,63.28,WTI
2021-05-20,61.95,WTI
2021-05-21,63.61,WTI
2021-05-24,66.13,WTI
2021-05-25,66.27,WTI
2021-05-26,66.41,WTI
2021-05-27,66.87,WTI
2021-05-28,66.31,WTI
2021-05-31,,WTI
2021-06-01,67.8,WTI
2021-06-02,68.79,WTI
2021-06-03,68.81,WTI
2021-06-04,69.57,WTI
2021-06-07,69.21,WTI
2021-06-08,70.11,WTI
2021-06-09,69.9,WTI
2021-06-10,70.34,WTI
2021-06-11,71.0,WTI
2021-06-14,70.94,WTI
2021-06-15,72.06,WTI
2021-06-16,72.03,WTI
2021-06-17,71.06,WTI
2021-06-18,71.64,WTI
2021-06-21,73.64,WTI
2021-06-22,73.15,WTI
2021-06-23,73.11,WTI
2021-06-24,73.31,WTI
2021-06-25,74.21,WTI
2021-06-28,72.98,WTI
2021-06-29,73.14,WTI
2021-06-30,73.52,WTI
2021-07-01,75.33,WTI
2021-07-02,75.37,WTI
2021-07-05,,WTI
2021-07-06,73.62,WTI
2021-07-07,72.22,WTI
2021-07-08,72.98,WTI
2021-07-09,74.56,WTI
2021-07-12,74.21,WTI
2021-07-13,75.24,WTI
2021-07-14,73.06,WTI
2021-07-15,71.67,WTI
2021-07-16,71.76,WTI
2021-07-19,66.45,WTI
2021-07-20,67.32,WTI
2021-07-21,70.26,WTI
2021-07-22,72.15,WTI
2021-07-23,72.24,WTI
2021-07-26,72.15,WTI
2021-07-27,71.68,WTI
2021-07-28,72.37,WTI
2021-07-29,73.62,WTI
2021-07-30,73.93,WTI
2021-08-02,71.31,WTI
2021-08-03,70.64,WTI
2021-08-04,68.19,WTI
2021-08-05,69.1,WTI
2021-08-06,68.26,WTI
2021-08-09,66.56,WTI
2021-08-10,68.33,WTI
2021-08-11,69.3,WTI
2021-08-12,69.12,WTI
2021-08-13,68.36,WTI
2021-08-16,67.44,WTI
2021-08-17,66.5,WTI
2021-08-18,65.36,WTI
2021-08-19,63.69,WTI
2021-08-20,62.25,WTI
2021-08-23,65.65,WTI
2021-08-24,67.5,WTI
2021-08-25,68.54,WTI
2021-08-26,67.42,WTI
2021-08-27,68.84,WTI
2021-08-30,69.28,WTI
2021-08-31,68.43,WTI
2021-09-01,68.63,WTI
2021-09-02,70.07,WTI
2021-09-03,69.34,WTI
2021-09-06,,WTI
2021-09-07,68.49,WTI
2021-09-08,69.36,WTI
2021-09-09,68.26,WTI
2021-09-10,69.82,WTI
2021-09-13,70.54,WTI
2021-09-14,70.53,WTI
2021-09-15,72.59,WTI
2021-09-16,72.69,WTI
2021-09-17,72.09,WTI
2021-09-20,70.41,WTI
2021-09-21,70.51,WTI
2021-09-22,72.37,WTI
2021-09-23,73.43,WTI
2021-09-24,74.18,WTI
2021-09-27,75.54,WTI
2021-09-28,75.44,WTI
2021-09-29,75.06,WTI
2021-09-30,75.22,WTI
2021-10-01,76.01,WTI
2021-10-04,77.68,WTI
2021-10-05,79.17,WTI
2021-10-06,77.66,WTI
2021-10-07,78.46,WTI
2021-10-08,79.55,WTI
2021-10-11,80.64,WTI
2021-10-12,80.75,WTI
2021-10-13,80.67,WTI
2021-10-14,81.43,WTI
2021-10-15,82.39,WTI
2021-10-18,82.62,WTI
2021-10-19,83.19,WTI
2021-10-20,84.4,WTI
2021-10-21,82.64,WTI
2021-10-22,84.53,WTI
2021-10-25,84.64,WTI
2021-10-26,85.64,WTI
2021-10-27,82.66,WTI
2021-10-28,82.78,WTI
2021-10-29,83.5,WTI
2021-11-01,84.08,WTI
2021-11-02,83.91,WTI
2021-11-03,80.82,WTI
2021-11-04,78.88,WTI
2021-11-05,81.25,WTI
2021-11-08,81.96,WTI
2021-11-09,84.12,WTI
2021-11-10,81.23,WTI
2021-11-11,81.47,WTI
2021-11-12,80.87,WTI
2021-11-15,80.85,WTI
2021-11-16,80.76,WTI
2021-11-17,78.32,WTI
2021-11-18,78.92,WTI
2021-11-19,76.11,WTI
2021-11-22,76.74,WTI
2021-11-23,78.32,WTI
2021-11-24,78.32,WTI
2021-11-25,,WTI
2021-11-26,,WTI
2021-11-29,69.88,WTI
2021-11-30,66.14,WTI
2021-12-01,65.44,WTI
